,Pub Date,Headline+abstract,predicted
2169,2018-09-17,"Apple Shares in a Time of Trade War: DealBook’s One Thing to Watch Today : New tariffs on Chinese goods, and subsequent retaliation, could hurt consumer and technology companies. The iPhone maker may be hit especially hard.",0.0
2170,2018-09-18,"The iPhone XS and XS Max Review: Big Screens That Are a Delight to Use : Apple’s new smartphones start at $999 and $1,099, but their superb cameras and screens make them worth the high prices, our reviewer writes. ",2.0
2168,2018-09-19,"Apple Watch Series 4 Review: A Big Step for Wearable Gadgets : The faster speeds and larger screen sound boring on paper. But an electrical heart sensor gives a glimpse of the promise to come, our reviewer writes.",1.0
2177,2018-09-25,Qualcomm Accuses Apple of Stealing Secrets to Help Intel : The chip maker claims Apple wanted to reduce its reliance on Qualcomm technology and make sure Intel’s chips were just as good.,0.0
2178,2018-09-26,How Apple Thrived in a Season of Tech Scandals : Everyone is worried about the power of big technology companies. Apple alone has managed to turn the fears into an argument for its own business model.,2.0
2176,2018-09-27,"The Urbanist Guide to Wild Apples : The orchards of New York City are long gone, but there are plenty of apple trees, provided you’re not looking for Red Delicious.",1.0
2179,2018-09-28,"The New iPhones Look Fine. But My Old One Is Better Than Ever. : With a fresh battery and operating system, an aging iPhone 6 seems faster than ever. Why would Apple take steps to discourage a new purchase?",1.0
2187,2018-10-03,"Apple Used to Know Exactly What People Wanted — Then It Made a Watch : The Apple Watch is hardly a failure, but its sluggish takeoff reveals the cracks in the company’s mythology.",0.0
2193,2018-10-05,"The Best Tablet for Kids : The best tablet for your pre-K to middle-school kids is usually the one you aren’t using anymore. But we’ve spent hundreds of hours testing tablets; if you need to buy one, we recommend Apple’s 9th-generation iPad, which has the best combination of ease of use, performance, kid-appropriate app selection, and price. It can do anything...",1.0
2188,2018-10-05,"DealBook Briefing: The Big Problem at the Heart of Tech’s Latest Spy Scandal : Bloomberg says Chinese spy chips were placed in equipment used by Apple and Amazon. The companies involved flatly deny it. Either way, the story raises important questions.",1.0
2186,2018-10-08,That New Apple Watch EKG Feature? There Are More Downs Than Ups : The heart monitor should not be considered a medical device and reflects wider problems with health screens. ,0.0
2197,2018-10-12,"A Supermarket King Expands His Inventory : John Catsimatidis, known for owning Red Apple and Gristedes stores and running for mayor, has been busy building apartment towers in Brooklyn.",1.0
2202,2018-10-13,"72 Recipes You Should Make This Fall : Pork chops with apples, ginger skillet cake and more seasonal recipes.",1.0
2196,2018-10-15,"Finding Lost Apples and Reviving a Beloved Cider : George Washington was among the many fans of Newark cider, a long-missing treat now being recreated by a former ad man on a mission. ",1.0
2205,2018-10-19,"What to Cook This Weekend : Make an apple and pear galette with apple-cider caramel, or a salmon pie, maybe even a cassoulet.",1.0
2204,2018-10-19,"Finding a Better Bratwurst : Good brats may not be easy to come by, but sausages, paired with sizzled apples and onions, are a perfect way to welcome the crisp days.",1.0
2213,2018-10-21,"What to Cook This Week : David Tanis has a new recipe for brats with apples and onions, and Melissa Clark one for a lemon almond cake. Make those this week.",1.0
2209,2018-10-23,"Apple iPhone XR Review: A Cheaper Phone Suited to Most of Us : In an era of skyrocketing smartphone prices, it’s a relief that Apple’s $750 iPhone is just as powerful and nearly as capable as its $1,000 counterparts, our reviewer found. ",2.0
2206,2018-10-25,"Apple News’s Radical Approach: Humans Over Machines : While Google, Facebook and Twitter face scrutiny for spreading misinformation, Apple has avoided scandal by using people to pick what news to show. Is that good for news outlets?",1.0
2207,2018-10-26,The Week in Tech: Apple Goes on the Attack : Apple’s C.E.O. slammed his Silicon Valley peers for building a “data industrial complex” but his speech requires context.,1.0
2208,2018-10-30,"Apple Unveils New iPad and MacBook Air : The company showed off a slate of new computers with better screens, faster processors and higher price tags.",2.0
2224,2018-11-01,"Apple Raises Prices, and Profits Keep Booming : Apple posted a $14 billion profit thanks higher prices for its products. But it will stop reporting how many products it has sold.",2.0
2225,2018-11-02,Apple Will Stop Revealing How Many iPhones It Sells. That’s a Bad Sign. : Apple’s stock plunged on Friday on a disappointing sales forecast. But investors were also unnerved by the decision to stop providing crucial data.,0.0
2234,2018-11-12,Stocks Dive After Apple Supplier Slashes Outlook : Investors’ unease over the technology sector’s prospects appeared to be fueling the broad market sell-off.,0.0
2240,2018-11-14,"The Essentials for Covering Silicon Valley: Burner Phones and Doorbells : Reporting on secretive technology companies sometimes means finding people who don’t want to be found. Jack Nicas, who covers Apple, relies on some old-school methods.",1.0
2235,2018-11-15,"Review: At the Big Apple Circus, Discs Fly and So Do People : The Big Apple Circus returns with oversize airborne cranberries, a steamy aerial ballet and a prancing pig.",1.0
2236,2018-11-19,"Amazon, Apple and Facebook Once Led the Market. Now They Are Driving It Down. : As concerns about growth and privacy issues took a toll, technology and banking stocks led a slide in Europe, and futures indicated that markets in the United States could follow.",0.0
2237,2018-11-20,"The Tech Stock Fall Lost These 5 Companies $800 Billion in Market Value : Investors have soured on the stocks of Facebook, Amazon, Apple, Netflix and Alphabet since the start of October, wiping out their gains in market value this year.",0.0
2250,2018-11-22,"How Facebook’s P.R. Firm Brought Political Trickery to Tech : Definers, an import from Washington to Silicon Valley, thrived with opposition research and a fishy campaign to push Apple’s C.E.O. for president.",0.0
2245,2018-11-27,"Apple’s Bad Month Is Getting Worse, Jeopardizing Its Status as Most Valuable Company : The iPhone maker’s stock is down 20 percent this month, shaving about $230 billion off its market value. Microsoft’s stock, meanwhile, is up 1 percent.",0.0
2251,2018-11-27,‘Rams’ Review: The Man Who Made Our Machines Beautiful : Easy-to-use products with clean lines started with Dieter Rams. Meet the German designer in this elegant new documentary.,1.0
2244,2018-11-29,"Microsoft Is Worth as Much as Apple. How Did That Happen? : Just a few years ago, Microsoft was seen as a lumbering has-been. Now it’s a contender for the title of the world’s most valuable company.",2.0
2246,2018-11-30,"Did You Know Dieter Rams Designed a Handbag? : The godfather of modern consumer design is best known for his coffee pots, razors and radios. Now an early foray into fashion is also coming to market.",1.0
2254,2018-12-10,Chinese Court Says Apple Infringed on Qualcomm Patents : The decision is the latest turn in a broad legal battle between the companies. But they disagreed about its impact on iPhone sales in China.,0.0
2266,2018-12-12,"You Should Have the Right to Sue Apple : In Apple v. Pepper, the Supreme Court will decide whether iPhone App Store customers are entitled to make their case against the tech giant.",1.0
2267,2018-12-13,"Apple to Add $1 Billion Campus in Austin, Tex., in Broad U.S. Hiring Push : The technology giant said it would also establish new 1,000-worker operations in Culver City, Calif., San Diego and Seattle, and add hundreds of jobs in several other cities.",2.0
2273,2018-12-13,"Chase for Talent Pushes Tech Giants Far Beyond West Coast : Amazon and Google are aggressively opening offices outside of their Silicon Valley and Seattle hometowns. On Thursday, Apple said it would invest $1 billion in Austin, Tex.",2.0
2271,2018-12-14,A Different Kind of Sheet Pan Supper : Pork loin roasted on a bed of cider-moistened apples and onions is a wintry dish suitable for entertaining or a cozy Sunday supper. ,1.0
2265,2018-12-14,Apple Will Update iPhones in China to Avoid a Ban on Sales : The company said it would update the software of iPhones in China to try to resolve a legal dispute that threatens to block certain iPhone sales there.,1.0
2264,2018-12-15,"Apple Computers Used to Be Built in the U.S. It Was a Mess. : Steve Jobs tried to create a manufacturing culture in Silicon Valley. As one former Apple engineer put it, ""It wasn't great for business.""",0.0
2268,2018-12-16,"The Week in Business: Apple Expands in Austin, and the Fed Gears Up on Interest Rates : It's back to the drawing board on Britain’s floundering Brexit attempt. And the border wall is a sticking point in talks on continued funding of the U.S. government.",1.0
2269,2018-12-18,"France, Not Waiting for European Union, to Tax U.S. Tech Firms as ’19 Starts : With the ‘Yellow Vest‘ movement widening the country’s budget shortfall, the French government is accelerating a plan to hit companies like Apple, Facebook and Google with a big bill.",0.0
